"file_name","plot_number","folder_name","x_coordinate","y_coordinate"
"5-1887-1.xls","5-1887","Delnice",5470000,5017000
"5-1888-7.xls","5-1888","Delnice",5476000,5016000
"5-1889-5.xls","5-1889","Delnice",5478000,5016000
"5-1891-2.xls","5-1891","Delnice",5487000,5017000
"5-1892-14.xls","5-1892","Delnice",5491000,5014000
"5-1893-3.xls","5-1893","Delnice",5496000,5017000
"5-1894-6.xls","5-1894","Delnice",5499000,5016000
"5-1998-12.xls","5-1998","Delnice",5469000,5011000
"5-2005-11.xls","5-2005","Delnice",5496000,5011000
"5-899-4.xls","5-899","Delnice",5469000,5057000
"5-974-5.xls","5-974","Delnice",5466000,5052000
"5-975-15.xls","5-975","Delnice",5472000,5050000
"5-2408-10.xls","5-2408","Gospić",5515000,4995000
"5-2477-14.xls","5-2477","Gospić",5503000,4990000
"5-2479-7.xls","5-2479","Gospić",5512000,4992000
"5-2480-7.xls","5-2480","Gospić",5516000,4992000
"5-2533-1.xls","5-2533","Gospić",5502000,4989000
"5-2534-6.xls","5-2534","Gospić",5507000,4988000
"5-2536-14.xls","5-2536","Gospić",5515000,4986000
"5-2586-3.xls","5-2586","Gospić",5504000,4985000
"5-2587-6.xls","5-2587","Gospić",5507000,4984000
"5-2588-16.xls","5-2588","Gospić",5513000,4982000
"5-2589-4.xls","5-2589","Gospić",5517000,4985000
"5-2590-2.xls","5-2590","Gospić",5519000,4985000
"5-2591-13.xls","5-2591","Gospić",5522000,4982000
"5-2640-3.xls","5-2640","Gospić",5508000,4981000
"5-2641-2.xls","5-2641","Gospić",5511000,4981000
"5-2642-2.xls","5-2642","Gospić",5515000,4981000
"5-2684-7.xls","5-2684","Gospić",5508000,4976000
"5-2685-9.xls","5-2685","Gospić",5510000,4975000
"5-2686-12.xls","5-2686","Gospić",5517000,4975000
"5-2690-8.xls","5-2690","Gospić",5533000,4976000
"5-2691-1.xls","5-2691","Gospić",5534000,4977000
"5-2692-12.xls","5-2692","Gospić",5541000,4975000
"5-2693-16.xls","5-2693","Gospić",5545000,4974000
"5-2694-2.xls","5-2694","Gospić",5547000,4977000
"5-2696-9.xls","5-2696","Gospić",5554000,4975000
"5-2722-15.xls","5-2722","Gospić",5508000,4970000
"5-2723-16.xls","5-2723","Gospić",5513000,4970000
"5-2724-2.xls","5-2724","Gospić",5515000,4973000
"5-2726-11.xls","5-2726","Gospić",5524000,4971000
"5-2727-12.xls","5-2727","Gospić",5529000,4971000
"5-2728-15.xls","5-2728","Gospić",5532000,4970000
"5-2729-1.xls","5-2729","Gospić",5534000,4973000
"5-2730-5.xls","5-2730","Gospić",5538000,4972000
"5-2731-2.xls","5-2731","Gospić",5543000,4973000
"5-2732-13.xls","5-2732","Gospić",5546000,4970000
"5-2733-11.xls","5-2733","Gospić",5552000,4971000
"5-2734-1.xls","5-2734","Gospić",5554000,4973000
"5-2753-1.xls","5-2753","Gospić",5510000,4969000
"5-2754-14.xls","5-2754","Gospić",5515000,4966000
"5-2755-8.xls","5-2755","Gospić",5521000,4968000
"5-2760-8.xls","5-2760","Gospić",5541000,4968000
"5-2761-11.xls","5-2761","Gospić",5544000,4967000
"5-2762-7.xls","5-2762","Gospić",5548000,4968000
"5-2763-14.xls","5-2763","Gospić",5551000,4966000
"5-2764-4.xls","5-2764","Gospić",5557000,4969000
"5-2783-8.xls","5-2783","Gospić",5509000,4964000
"5-2784-10.xls","5-2784","Gospić",5511000,4963000
"5-2785-15.xls","5-2785","Gospić",5516000,4962000
"5-2786-16.xls","5-2786","Gospić",5521000,4962000
"5-2787-15.xls","5-2787","Gospić",5524000,4962000
"5-2792-6.xls","5-2792","Gospić",5543000,4964000
"5-2793-8.xls","5-2793","Gospić",5549000,4964000
"5-2794-15.xls","5-2794","Gospić",5552000,4962000
"5-2795-2.xls","5-2795","Gospić",5555000,4965000
"5-2796-9.xls","5-2796","Gospić",5558000,4963000
"5-2814-14.xls","5-2814","Gospić",5511000,4958000
"5-2815-12.xls","5-2815","Gospić",5517000,4959000
"5-2816-11.xls","5-2816","Gospić",5520000,4959000
"5-2817-15.xls","5-2817","Gospić",5524000,4958000
"5-2818-1.xls","5-2818","Gospić",5526000,4961000
"5-2822-7.xls","5-2822","Gospić",5544000,4960000
"5-2823-5.xls","5-2823","Gospić",5546000,4960000
"5-2824-2.xls","5-2824","Gospić",5551000,4961000
"5-2825-12.xls","5-2825","Gospić",5557000,4959000
"5-2826-16.xls","5-2826","Gospić",5561000,4958000
"5-2843-3.xls","5-2843","Gospić",5512000,4957000
"5-2844-7.xls","5-2844","Gospić",5516000,4956000
"5-2845-9.xls","5-2845","Gospić",5518000,4955000
"5-2846-13.xls","5-2846","Gospić",5522000,4954000
"5-2847-13.xls","5-2847","Gospić",5526000,4954000
"5-2848-7.xls","5-2848","Gospić",5532000,4956000
"5-2849-9.xls","5-2849","Gospić",5534000,4955000
"5-2852-16.xls","5-2852","Gospić",5549000,4954000
"5-2853-16.xls","5-2853","Gospić",5553000,4954000
"5-2855-4.xls","5-2855","Gospić",5561000,4957000
"5-2873-5.xls","5-2873","Gospić",5506000,4952000
"5-2874-1.xls","5-2874","Gospić",5510000,4953000
"5-2875-9.xls","5-2875","Gospić",5514000,4951000
"5-2876-6.xls","5-2876","Gospić",5519000,4952000
"5-2877-16.xls","5-2877","Gospić",5525000,4950000
"5-2878-13.xls","5-2878","Gospić",5526000,4950000
"5-2879-11.xls","5-2879","Gospić",5532000,4951000
"5-2880-7.xls","5-2880","Gospić",5536000,4952000
"5-2883-13.xls","5-2883","Gospić",5546000,4950000
"5-2884-4.xls","5-2884","Gospić",5553000,4953000
"5-2887-12.xls","5-2887","Gospić",5565000,4951000
"5-2888-13.xls","5-2888","Gospić",5566000,4950000
"5-2890-9.xls","5-2890","Gospić",5574000,4951000
"5-2906-11.xls","5-2906","Gospić",5508000,4947000
"5-2907-12.xls","5-2907","Gospić",5513000,4947000
"5-2908-1.xls","5-2908","Gospić",5514000,4949000
"5-2909-13.xls","5-2909","Gospić",5518000,4946000
"5-2910-10.xls","5-2910","Gospić",5523000,4947000
"5-2911-6.xls","5-2911","Gospić",5527000,4948000
"5-2916-11.xls","5-2916","Gospić",5548000,4947000
"5-2919-12.xls","5-2919","Gospić",5561000,4947000
"5-2920-3.xls","5-2920","Gospić",5564000,4949000
"5-2922-9.xls","5-2922","Gospić",5570000,4947000
"5-2923-1.xls","5-2923","Gospić",5574000,4949000
"5-2939-16.xls","5-2939","Gospić",5509000,4942000
"5-2940-9.xls","5-2940","Gospić",5510000,4943000
"5-2941-16.xls","5-2941","Gospić",5517000,4942000
"5-2944-7.xls","5-2944","Gospić",5528000,4944000
"5-2945-13.xls","5-2945","Gospić",5530000,4942000
"5-2947-15.xls","5-2947","Gospić",5540000,4942000
"5-2948-5.xls","5-2948","Gospić",5542000,4944000
"5-2952-15.xls","5-2952","Gospić",5560000,4942000
"5-2953-11.xls","5-2953","Gospić",5564000,4943000
"5-2954-16.xls","5-2954","Gospić",5569000,4942000
"5-2956-2.xls","5-2956","Gospić",5575000,4945000
"5-2957-2.xls","5-2957","Gospić",5579000,4945000
"5-2970-4.xls","5-2970","Gospić",5505000,4941000
"5-2971-10.xls","5-2971","Gospić",5507000,4939000
"5-2972-10.xls","5-2972","Gospić",5511000,4939000
"5-2973-5.xls","5-2973","Gospić",5514000,4940000
"5-2974-1.xls","5-2974","Gospić",5518000,4941000
"5-2975-7.xls","5-2975","Gospić",5524000,4940000
"5-2976-9.xls","5-2976","Gospić",5526000,4939000
"5-2979-10.xls","5-2979","Gospić",5539000,4939000
"5-2980-16.xls","5-2980","Gospić",5545000,4938000
"5-2985-15.xls","5-2985","Gospić",5564000,4938000
"5-2986-7.xls","5-2986","Gospić",5568000,4940000
"5-2989-13.xls","5-2989","Gospić",5582000,4942000
"5-3000-4.xls","5-3000","Gospić",5505000,4937000
"5-3001-6.xls","5-3001","Gospić",5507000,4936000
"5-3002-8.xls","5-3002","Gospić",5513000,4936000
"5-3003-9.xls","5-3003","Gospić",5514000,4935000
"5-3004-1.xls","5-3004","Gospić",5518000,4937000
"5-3009-16.xls","5-3009","Gospić",5541000,4934000
"5-3010-6.xls","5-3010","Gospić",5543000,4936000
"5-3011-11.xls","5-3011","Gospić",5548000,4935000
"5-3016-2.xls","5-3016","Gospić",5567000,4937000
"5-3017-2.xls","5-3017","Gospić",5571000,4937000
"5-3019-2.xls","5-3019","Gospić",5579000,4937000
"5-3030-11.xls","5-3030","Gospić",5508000,4931000
"5-3031-12.xls","5-3031","Gospić",5513000,4931000
"5-3032-4.xls","5-3032","Gospić",5517000,4933000
"5-3033-14.xls","5-3033","Gospić",5519000,4930000
"5-3034-1.xls","5-3034","Gospić",5522000,4933000
"5-3040-8.xls","5-3040","Gospić",5549000,4932000
"5-3041-7.xls","5-3041","Gospić",5552000,4932000
"5-3042-1.xls","5-3042","Gospić",5554000,4933000
"5-3046-3.xls","5-3046","Gospić",5572000,4933000
"5-3048-14.xls","5-3048","Gospić",5579000,4930000
"5-3049-4.xls","5-3049","Gospić",5585000,4933000
"5-3062-6.xls","5-3062","Gospić",5511000,4928000
"5-3063-15.xls","5-3063","Gospić",5516000,4926000
"5-3064-8.xls","5-3064","Gospić",5521000,4928000
"5-3065-10.xls","5-3065","Gospić",5523000,4927000
"5-3070-14.xls","5-3070","Gospić",5543000,4930000
"5-3071-3.xls","5-3071","Gospić",5548000,4929000
"5-3072-5.xls","5-3072","Gospić",5550000,4928000
"5-3073-14.xls","5-3073","Gospić",5555000,4926000
"5-3076-7.xls","5-3076","Gospić",5568000,4928000
"5-3077-15.xls","5-3077","Gospić",5572000,4926000
"5-3078-4.xls","5-3078","Gospić",5577000,4929000
"5-3079-7.xls","5-3079","Gospić",5580000,4928000
"5-3094-2.xls","5-3094","Gospić",5519000,4925000
"5-3095-14.xls","5-3095","Gospić",5523000,4922000
"5-3096-13.xls","5-3096","Gospić",5526000,4922000
"5-3100-14.xls","5-3100","Gospić",5543000,4922000
"5-3103-15.xls","5-3103","Gospić",5556000,4922000
"5-3105-15.xls","5-3105","Gospić",5564000,4926000
"5-3107-2.xls","5-3107","Gospić",5571000,4925000
"5-3109-4.xls","5-3109","Gospić",5581000,4925000
"5-3110-12.xls","5-3110","Gospić",5585000,4923000
"5-3111-8.xls","5-3111","Gospić",5589000,4924000
"5-3127-2.xls","5-3127","Gospić",5523000,4921000
"5-3132-2.xls","5-3132","Gospić",5543000,4921000
"5-3135-7.xls","5-3135","Gospić",5556000,4920000
"5-3136-12.xls","5-3136","Gospić",5561000,4919000
"5-3137-6.xls","5-3137","Gospić",5563000,4920000
"5-3138-12.xls","5-3138","Gospić",5569000,4919000
"5-3140-3.xls","5-3140","Gospić",5576000,4921000
"5-3141-5.xls","5-3141","Gospić",5578000,4920000
"5-3142-5.xls","5-3142","Gospić",5582000,4920000
"5-3143-9.xls","5-3143","Gospić",5586000,4919000
"5-3144-7.xls","5-3144","Gospić",5592000,4920000
"5-3158-7.xls","5-3158","Gospić",5524000,4916000
"5-3164-12.xls","5-3164","Gospić",5549000,4915000
"5-3167-12.xls","5-3167","Gospić",5561000,4915000
"5-3168-9.xls","5-3168","Gospić",5562000,4915000
"5-3174-15.xls","5-3174","Gospić",5588000,4914000
"5-3196-12.xls","5-3196","Gospić",5557000,4911000
"5-3197-13.xls","5-3197","Gospić",5558000,4910000
"5-3198-3.xls","5-3198","Gospić",5564000,4913000
"5-3201-9.xls","5-3201","Gospić",5574000,4911000
"5-3203-12.xls","5-3203","Gospić",5585000,4911000
"5-3204-2.xls","5-3204","Gospić",5587000,4913000
"5-3206-13.xls","5-3206","Gospić",5594000,4910000
"5-3225-7.xls","5-3225","Gospić",5556000,4908000
"5-3226-1.xls","5-3226","Gospić",5558000,4909000
"5-3227-3.xls","5-3227","Gospić",5564000,4909000
"5-3229-14.xls","5-3229","Gospić",5571000,4906000
"5-3230-13.xls","5-3230","Gospić",5574000,4906000
"5-3231-15.xls","5-3231","Gospić",5580000,4906000
"5-3234-4.xls","5-3234","Gospić",5593000,4909000
"5-3255-7.xls","5-3255","Gospić",5568000,4904000
"5-3256-12.xls","5-3256","Gospić",5573000,4903000
"5-3258-5.xls","5-3258","Gospić",5578000,4904000
"5-3261-12.xls","5-3261","Gospić",5593000,4903000
"5-3284-2.xls","5-3284","Gospić",5571000,4901000
"5-3285-15.xls","5-3285","Gospić",5576000,4898000
"5-3286-4.xls","5-3286","Gospić",5581000,4901000
"5-3288-10.xls","5-3288","Gospić",5587000,4899000
"5-3289-11.xls","5-3289","Gospić",5592000,4899000
"5-3290-9.xls","5-3290","Gospić",5594000,4899000
"5-3312-8.xls","5-3312","Gospić",5577000,4896000
"5-3313-2.xls","5-3313","Gospić",5579000,4897000
"5-3314-8.xls","5-3314","Gospić",5585000,4896000
"5-3315-3.xls","5-3315","Gospić",5588000,4897000
"5-3375-12.xls","5-3375","Gospić",5585000,4887000
"5-3376-6.xls","5-3376","Gospić",5587000,4888000
"5-1786-12.xls","5-1786","Ogulin",5521000,5019000
"5-1788-9.xls","5-1788","Ogulin",5526000,5019000
"5-1895-12.xls","5-1895","Ogulin",5505000,5015000
"5-1896-13.xls","5-1896","Ogulin",5506000,5014000
"5-1897-6.xls","5-1897","Ogulin",5511000,5016000
"5-1898-7.xls","5-1898","Ogulin",5516000,5016000
"5-1899-8.xls","5-1899","Ogulin",5521000,5016000
"5-1900-1.xls","5-1900","Ogulin",5522000,5017000
"5-2006-16.xls","5-2006","Ogulin",5501000,5010000
"5-2007-8.xls","5-2007","Ogulin",5505000,5012000
"5-2008-11.xls","5-2008","Ogulin",5508000,5011000
"5-2009-8.xls","5-2009","Ogulin",5513000,5012000
"5-2010-7.xls","5-2010","Ogulin",5516000,5012000
"5-2011-8.xls","5-2011","Ogulin",5521000,5012000
"5-2012-7.xls","5-2012","Ogulin",5524000,5012000
"5-2013-4.xls","5-2013","Ogulin",5529000,5013000
"5-2014-2.xls","5-2014","Ogulin",5531000,5013000
"5-2117-15.xls","5-2117","Ogulin",5500000,5006000
"5-2118-11.xls","5-2118","Ogulin",5504000,5007000
"5-2119-5.xls","5-2119","Ogulin",5506000,5008000
"5-2120-4.xls","5-2120","Ogulin",5513000,5009000
"5-2121-9.xls","5-2121","Ogulin",5514000,5007000
"5-2122-11.xls","5-2122","Ogulin",5520000,5007000
"5-2123-4.xls","5-2123","Ogulin",5525000,5009000
"5-2124-6.xls","5-2124","Ogulin",5527000,5008000
"5-2125-8.xls","5-2125","Ogulin",5533000,5008000
"5-2224-4.xls","5-2224","Ogulin",5501000,5005000
"5-2225-9.xls","5-2225","Ogulin",5502000,5003000
"5-2226-8.xls","5-2226","Ogulin",5509000,5004000
"5-2227-12.xls","5-2227","Ogulin",5513000,5003000
"5-2228-16.xls","5-2228","Ogulin",5517000,5002000
"5-2229-12.xls","5-2229","Ogulin",5521000,5003000
"5-2230-3.xls","5-2230","Ogulin",5524000,5005000
"5-2319-2.xls","5-2319","Ogulin",5499000,5001000
"5-2320-9.xls","5-2320","Ogulin",5502000,4999000
"5-2321-2.xls","5-2321","Ogulin",5507000,5001000
"5-2322-16.xls","5-2322","Ogulin",5513000,4998000
"5-2323-5.xls","5-2323","Ogulin",5514000,5e+06
"5-2324-16.xls","5-2324","Ogulin",5521000,4998000
"5-2325-6.xls","5-2325","Ogulin",5523000,5e+06
"5-2326-10.xls","5-2326","Ogulin",5527000,4999000
"5-2327-15.xls","5-2327","Ogulin",5532000,4998000
"5-2405-1.xls","5-2405","Ogulin",5502000,4997000
"5-2406-10.xls","5-2406","Ogulin",5507000,4995000
"5-2407-7.xls","5-2407","Ogulin",5512000,4996000
"5-2412-8.xls","5-2412","Ogulin",5533000,4996000
"5-2413-9.xls","5-2413","Ogulin",5534000,4995000
"5-2484-3.xls","5-2484","Ogulin",5532000,4993000
"5-2485-2.xls","5-2485","Ogulin",5535000,4993000
"5-2540-4.xls","5-2540","Ogulin",5533000,4989000
"5-2541-5.xls","5-2541","Ogulin",5534000,4988000
"5-2594-8.xls","5-2594","Ogulin",5537000,4984000
"5-2647-12.xls","5-2647","Ogulin",5537000,4979000
"5-2648-4.xls","5-2648","Ogulin",5541000,4981000
"5-2649-6.xls","5-2649","Ogulin",5543000,4980000
"5-1890-16.xls","5-1890","Senj",5485000,5014000
"5-1999-14.xls","5-1999","Senj",5471000,5010000
"5-2000-8.xls","5-2000","Senj",5477000,5012000
"5-2001-16.xls","5-2001","Senj",5481000,5010000
"5-2002-8.xls","5-2002","Senj",5485000,5012000
"5-2003-2.xls","5-2003","Senj",5487000,5013000
"5-2004-15.xls","5-2004","Senj",5492000,5010000
"5-2108-15.xls","5-2108","Senj",5464000,5006000
"5-2110-2.xls","5-2110","Senj",5471000,5009000
"5-2111-16.xls","5-2111","Senj",5477000,5006000
"5-2112-3.xls","5-2112","Senj",5480000,5009000
"5-2113-8.xls","5-2113","Senj",5485000,5008000
"5-2114-9.xls","5-2114","Senj",5486000,5007000
"5-2115-11.xls","5-2115","Senj",5492000,5007000
"5-2116-3.xls","5-2116","Senj",5496000,5009000
"5-2216-8.xls","5-2216","Senj",5469000,5004000
"5-2220-12.xls","5-2220","Senj",5485000,5003000
"5-2222-12.xls","5-2222","Senj",5493000,5003000
"5-2223-16.xls","5-2223","Senj",5497000,5002000
"5-2311-12.xls","5-2311","Senj",5469000,4999000
"5-2312-16.xls","5-2312","Senj",5473000,4998000
"5-2316-4.xls","5-2316","Senj",5489000,5001000
"5-2317-7.xls","5-2317","Senj",5492000,5e+06
"5-2318-6.xls","5-2318","Senj",5495000,5e+06
"5-2395-9.xls","5-2395","Senj",5458000,4995000
"5-2396-8.xls","5-2396","Senj",5465000,4996000
"5-2397-8.xls","5-2397","Senj",5469000,4996000
"5-2398-14.xls","5-2398","Senj",5471000,4994000
"5-2402-1.xls","5-2402","Senj",5490000,4997000
"5-2403-15.xls","5-2403","Senj",5496000,4994000
"5-2404-4.xls","5-2404","Senj",5501000,4997000
"5-2467-3.xls","5-2467","Senj",5460000,4993000
"5-2468-14.xls","5-2468","Senj",5463000,4990000
"5-2469-2.xls","5-2469","Senj",5467000,4993000
"5-2470-11.xls","5-2470","Senj",5472000,4991000
"5-2471-1.xls","5-2471","Senj",5474000,4993000
"5-2475-16.xls","5-2475","Senj",5497000,4990000
"5-2476-3.xls","5-2476","Senj",5500000,4993000
"5-2524-11.xls","5-2524","Senj",5460000,4987000
"5-2525-11.xls","5-2525","Senj",5464000,4987000
"5-2526-8.xls","5-2526","Senj",5469000,4988000
"5-2527-14.xls","5-2527","Senj",5471000,4986000
"5-2528-11.xls","5-2528","Senj",5476000,4987000
"5-2530-7.xls","5-2530","Senj",5492000,4988000
"5-2532-7.xls","5-2532","Senj",5500000,4988000
"5-2584-8.xls","5-2584","Senj",5497000,4984000
"5-2585-6.xls","5-2585","Senj",5499000,4984000
"5-2639-11.xls","5-2639","Senj",5504000,4979000
"5-2682-16.xls","5-2682","Senj",5501000,4974000
"5-2683-6.xls","5-2683","Senj",5503000,4976000
"5-2719-7.xls","5-2719","Senj",5496000,4972000
"5-2720-8.xls","5-2720","Senj",5501000,4972000
"5-2721-12.xls","5-2721","Senj",5505000,4971000
"5-2721-2.xls","5-2721","Senj",5503000,4973000
"5-2749-2.xls","5-2749","Senj",5495000,4959000
"5-2750-8.xls","5-2750","Senj",5501000,4968000
"5-2751-3.xls","5-2751","Senj",5504000,4969000
"5-2780-15.xls","5-2780","Senj",5496000,4962000
"5-2781-12.xls","5-2781","Senj",5501000,4963000
"5-2782-14.xls","5-2782","Senj",5503000,4962000
"5-2806-16.xls","5-2806","Senj",5477000,4958000
"5-2810-15.xls","5-2810","Senj",5496000,4958000
"5-2811-12.xls","5-2811","Senj",5501000,4959000
"5-2812-12.xls","5-2812","Senj",5505000,4959000
"5-2835-1.xls","5-2835","Senj",5478000,4957000
"5-2836-12.xls","5-2836","Senj",5485000,4955000
"5-2837-9.xls","5-2837","Senj",5486000,4955000
"5-2839-14.xls","5-2839","Senj",5495000,4954000
"5-2840-6.xls","5-2840","Senj",5499000,4956000
"5-2841-15.xls","5-2841","Senj",5504000,4954000
"5-2871-9.xls","5-2871","Senj",5498000,4951000
"5-2872-2.xls","5-2872","Senj",5503000,4953000
"5-2903-6.xls","5-2903","Senj",5495000,4948000
"5-2904-11.xls","5-2904","Senj",5500000,4947000
"5-2905-2.xls","5-2905","Senj",5503000,4949000
"5-2937-10.xls","5-2937","Senj",5499000,4943000
"5-3120-6.xls","5-3120","Senj",5495000,4920000
"5-3122-6.xls","5-3122","Senj",5503000,4920000
